Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Aaron Grabau,CRN,28,21.9,0.3,0.1,0.2,0.421,0.1,0.2,0.452,0.1,0.1,0.886,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2012,SG
Greg Hire,PER,31,8.1,0.3,0.1,0.2,0.536,0.0,0.0,0.3,0.1,0.1,0.714,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2012,SG
Drew Williamson,PER,34,12.4,0.3,0.1,0.4,0.299,0.1,0.3,0.26,0.0,0.0,0.75,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2012,SG
Daniel Dillon,MEL,27,27.5,0.3,0.1,0.3,0.4,0.0,0.1,0.273,0.1,0.1,0.743,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
Nathan Herbert,ADE,28,16.3,0.3,0.1,0.3,0.346,0.0,0.1,0.295,0.0,0.0,0.875,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,2012,SG
James Mitchell,CRN,4,3.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.1,0.2,0.2,0.0,0.1,0.0,0.0,0.0,2012,SG
Keegan Tudehope,TOW,5,4.1,0.1,0.0,0.5,0.1,0.0,0.1,0.0,0.0,0.1,0.5,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,2012,SG
Dillon Boucher,NZB,34,18.1,0.1,0.1,0.1,0.419,0.0,0.0,0.25,0.0,0.1,0.516,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2012,SG
Owen Odigie,MEL,2,4.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,2012,SG
Mike English,GCB,1,17.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.0,0.2,0.3,2012,SG
Robert Cassir,PER,1,4.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2012,SG
Harry Morris,ILL,4,1.8,0.8,0.3,0.6,0.5,0.3,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,SF
Rayjon Tucker,MEL,27,28.6,0.6,0.2,0.4,0.481,0.1,0.2,0.379,0.1,0.2,0.746,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2023,SF
Jack McVeigh,JACK,32,26.4,0.6,0.2,0.4,0.474,0.1,0.2,0.414,0.1,0.1,0.771,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SF
Michael Frazier,ILL,8,29.9,0.6,0.2,0.5,0.456,0.1,0.2,0.39,0.1,0.1,0.692,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SF
Jarrell Brantley,NZB,36,29.2,0.6,0.2,0.4,0.464,0.1,0.2,0.386,0.1,0.1,0.814,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.1,2023,SF
Antonius Cleveland,ADE,28,28.5,0.5,0.2,0.4,0.487,0.0,0.1,0.361,0.1,0.1,0.673,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2023,SF
D.J. Hogg,CRN,33,32.6,0.5,0.2,0.4,0.442,0.1,0.2,0.348,0.1,0.1,0.786,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2023,SF
Brady Manek,PER,30,27.9,0.5,0.2,0.4,0.464,0.1,0.2,0.407,0.0,0.1,0.795,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SF
George King,ILL,9,23.4,0.5,0.2,0.4,0.439,0.1,0.2,0.356,0.0,0.1,0.615,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2023,SF
Anthony Drmic,ADE,25,22.6,0.4,0.2,0.3,0.451,0.1,0.2,0.318,0.1,0.1,0.727,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SF
Kouat Noi,SYD,35,17.1,0.4,0.2,0.3,0.461,0.0,0.1,0.361,0.1,0.1,0.781,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2023,SF
Ryan Broekhoff,SEM,20,24.8,0.4,0.1,0.3,0.452,0.1,0.2,0.386,0.1,0.1,0.897,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2023,SF
Justin Simon,SYD,36,24.9,0.4,0.2,0.3,0.494,0.0,0.1,0.304,0.1,0.1,0.593,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.1,2023,SF
Nicholas Marshall,ADE,15,11.1,0.4,0.2,0.3,0.482,0.0,0.1,0.333,0.0,0.0,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2023,SF
Fabijan Krslovic,JACK,32,13.6,0.4,0.2,0.3,0.486,0.0,0.1,0.359,0.0,0.1,0.633,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2023,SF
Jesse Wagstaff,PER,30,13.2,0.4,0.1,0.3,0.411,0.1,0.2,0.387,0.1,0.1,0.814,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SF
Jackson Makoi,SYD,15,5.6,0.4,0.1,0.2,0.684,0.0,0.0,0.0,0.1,0.1,0.875,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.1,2023,SF
Tanner Krebs,BRI,16,22.1,0.4,0.1,0.3,0.387,0.0,0.1,0.346,0.1,0.1,0.905,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2023,SF
Jaylin Galloway,SYD,31,14.7,0.3,0.1,0.2,0.509,0.0,0.1,0.333,0.1,0.1,0.66,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2023,SF
Sunday Dech,ADE,28,21.1,0.3,0.1,0.3,0.386,0.0,0.1,0.322,0.0,0.1,0.605,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2023,SF
William Hickey,ILL,24,14.7,0.3,0.1,0.3,0.357,0.0,0.1,0.171,0.1,0.1,0.651,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2023,SF
Brad Newley,MEL,27,14.2,0.3,0.1,0.3,0.435,0.0,0.1,0.268,0.0,0.1,0.76,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SF
Grant Anticevich,SEM,18,6.5,0.3,0.1,0.3,0.412,0.1,0.1,0.5,0.0,0.0,0.5,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.2,2023,SF
Andrew White,BRI,14,23.7,0.3,0.1,0.3,0.458,0.0,0.1,0.351,0.0,0.0,0.75,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2023,SF
Tom Vodanovich,NZB,33,12.6,0.3,0.1,0.3,0.376,0.1,0.2,0.288,0.0,0.1,0.571,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.2,2023,SF
Tim Coenraad,ILL,24,9.1,0.3,0.1,0.2,0.396,0.1,0.2,0.314,0.1,0.1,0.778,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2023,SF
Hyrum Harris,ADE,27,10.3,0.3,0.1,0.2,0.574,0.0,0.0,0.222,0.0,0.1,0.636,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.2,2023,SF
Todd Blanchfield,PER,26,15.8,0.3,0.1,0.2,0.412,0.0,0.1,0.311,0.0,0.0,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2023,SF
Wani Swaka Lo Buluk,ILL,28,22.0,0.2,0.1,0.2,0.386,0.0,0.1,0.28,0.0,0.0,0.471,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2023,SF
Akoldah Gak,ILL,13,5.4,0.2,0.1,0.2,0.286,0.0,0.0,0.0,0.1,0.3,0.389,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2023,SF
Jarred Bairstow,JACK,22,8.2,0.2,0.1,0.1,0.52,0.0,0.0,0.0,0.1,0.1,0.579,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.2,2023,SF
Jamaal Brantley,NZB,2,5.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.0,2023,SF
Joshua Davey,CRN,18,4.4,0.1,0.0,0.1,0.286,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.2,2023,SF
Fiston Ipassou,ADE,5,1.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2023,SF
Corey Shervill,PER,6,3.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2023,SF
Gerald Hannahs,ADE,23,21.7,0.6,0.2,0.5,0.434,0.0,0.1,0.29,0.1,0.1,0.937,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SF
Akoldah Gak,ILL,8,3.0,0.6,0.3,0.4,0.778,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,2022,SF
Vic Law,PER,26,32.9,0.6,0.2,0.5,0.483,0.1,0.1,0.346,0.1,0.1,0.788,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2022,SF
Lamar Patterson,BRI,27,29.1,0.5,0.2,0.5,0.431,0.0,0.1,0.259,0.1,0.1,0.725,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SF
Corey Shervill,PER,2,8.5,0.5,0.2,0.4,0.429,0.1,0.2,0.25,0.1,0.1,1.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.2,2022,SF
Caleb Agada,MEL,29,22.2,0.5,0.2,0.5,0.405,0.1,0.2,0.254,0.1,0.1,0.774,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,2022,SF
R.J. Hunter,SYD,1,21.8,0.5,0.2,0.5,0.417,0.1,0.3,0.333,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.1,2022,SF
MiKyle Mcintosh,JACK,34,18.0,0.5,0.2,0.4,0.383,0.0,0.1,0.269,0.1,0.2,0.729,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2022,SF
Clinton Steindl,JACK,34,20.3,0.5,0.2,0.4,0.392,0.1,0.2,0.349,0.1,0.1,0.872,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SF
Justinian Jessup,ILL,30,31.9,0.4,0.2,0.4,0.442,0.1,0.2,0.358,0.0,0.0,0.85,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SF
Taane Samuel,BRI,9,8.3,0.4,0.2,0.3,0.591,0.0,0.1,0.2,0.1,0.1,0.444,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.2,2022,SF
Nicholas Marshall,ADE,18,4.9,0.4,0.1,0.4,0.394,0.0,0.1,0.3,0.1,0.1,0.833,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2022,SF
Kouat Noi,CRN,16,22.8,0.4,0.1,0.3,0.387,0.0,0.1,0.34,0.1,0.1,0.714,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2022,SF
Bul Kuol,CRN,28,28.0,0.4,0.1,0.3,0.378,0.1,0.2,0.35,0.1,0.1,0.818,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SF
Ryan Broekhoff,SEM,18,30.4,0.4,0.1,0.3,0.377,0.0,0.2,0.258,0.1,0.1,0.875,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,2022,SF
Deng Deng,BRI,28,18.7,0.4,0.1,0.3,0.514,0.0,0.1,0.302,0.1,0.1,0.636,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2022,SF
Manny Malou,ADE,16,7.4,0.4,0.1,0.2,0.462,0.1,0.1,0.563,0.1,0.1,0.8,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2022,SF
Todd Withers,ADE,26,24.0,0.4,0.1,0.3,0.422,0.1,0.2,0.368,0.0,0.1,0.703,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2022,SF
Michael Frazier,PER,19,22.6,0.3,0.1,0.3,0.407,0.1,0.2,0.319,0.0,0.0,0.8,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2022,SF
Tom Vodanovich,SYD,31,10.7,0.3,0.1,0.3,0.417,0.0,0.1,0.256,0.1,0.1,0.829,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2022,SF
Hyrum Harris,ADE,22,13.3,0.3,0.1,0.2,0.5,0.0,0.0,0.0,0.1,0.1,0.611,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2022,SF
Isaiah Moss,BRI,18,13.2,0.3,0.1,0.3,0.351,0.0,0.2,0.238,0.1,0.1,0.65,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2022,SF
Thomas Abercrombie,NZB,13,24.0,0.3,0.1,0.3,0.379,0.1,0.2,0.327,0.0,0.1,0.75,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SF
Tim Coenraad,ILL,29,13.1,0.3,0.1,0.3,0.357,0.1,0.2,0.36,0.0,0.0,0.941,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2022,SF
Zac Triplett,MEL,9,6.0,0.3,0.1,0.3,0.333,0.1,0.2,0.364,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2022,SF
Brad Newley,MEL,31,14.0,0.3,0.1,0.2,0.436,0.0,0.1,0.362,0.0,0.0,0.421,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2022,SF
Samuel McDaniel,JACK,34,18.6,0.3,0.1,0.3,0.396,0.0,0.1,0.318,0.0,0.1,0.75,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2022,SF
Dion Prewster,MEL,13,4.4,0.2,0.1,0.2,0.4,0.0,0.1,0.333,0.1,0.1,0.625,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2022,SF
Matthew Kenyon,JACK,32,17.4,0.2,0.1,0.2,0.483,0.0,0.1,0.311,0.0,0.0,0.593,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2022,SF
Reuben Te Rangi,SEM,26,18.2,0.2,0.1,0.3,0.319,0.0,0.1,0.25,0.0,0.0,0.563,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SF
Jordan Ngatai,CRN,23,17.3,0.2,0.1,0.2,0.272,0.0,0.1,0.224,0.0,0.0,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SF
Wani Swaka Lo Buluk,SYD,33,25.1,0.2,0.1,0.2,0.367,0.0,0.1,0.25,0.0,0.0,0.667,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2022,SF
Jaylin Galloway,SYD,14,5.6,0.2,0.1,0.2,0.313,0.0,0.1,0.125,0.0,0.0,0.667,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2022,SF
Max Mackinnon,BRI,5,2.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.2,0.2,0.1,0.0,0.0,0.3,0.1,2022,SF
Mitchell Creek,SEM,37,31.6,0.6,0.2,0.4,0.509,0.0,0.1,0.387,0.1,0.1,0.771,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2021,SF
Vic Law,BRI,16,32.6,0.6,0.2,0.5,0.466,0.0,0.1,0.297,0.1,0.1,0.825,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2021,SF
Akoldah Gak,ILL,4,1.8,0.6,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,2021,SF
Todd Blanchfield,PER,41,29.5,0.5,0.2,0.4,0.422,0.1,0.3,0.349,0.1,0.1,0.806,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SF
Scotty Hopson,MEL,34,23.2,0.5,0.2,0.5,0.429,0.0,0.1,0.345,0.1,0.1,0.667,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2021,SF
Jack McVeigh,ADE,36,18.9,0.5,0.2,0.4,0.478,0.1,0.1,0.425,0.1,0.1,0.915,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2021,SF
Finn Delany,NZB,36,33.4,0.5,0.2,0.4,0.466,0.1,0.2,0.345,0.1,0.1,0.827,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2021,SF
Ben Moore,SEM,39,21.3,0.5,0.2,0.3,0.59,0.0,0.0,0.0,0.1,0.1,0.787,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2021,SF
Brandon Paul,ADE,20,28.8,0.5,0.2,0.4,0.418,0.1,0.2,0.37,0.1,0.1,0.784,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2021,SF
Xavier Cooks,SYD,8,20.8,0.5,0.2,0.3,0.544,0.0,0.1,0.5,0.1,0.1,0.625,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2021,SF
Isaac Davidson,NZB,11,1.6,0.5,0.2,0.2,0.75,0.1,0.2,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,2021,SF
B.J. Johnson,BRI,11,21.5,0.4,0.2,0.4,0.455,0.0,0.1,0.208,0.1,0.1,0.893,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2021,SF
Clinton Steindl,PER,38,15.0,0.4,0.2,0.4,0.351,0.1,0.3,0.299,0.1,0.1,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SF
Tim Coenraad,ILL,11,13.0,0.4,0.1,0.4,0.408,0.1,0.3,0.439,0.0,0.0,0.75,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2021,SF
Justinian Jessup,ILL,38,30.9,0.4,0.2,0.4,0.42,0.1,0.2,0.341,0.0,0.0,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SF
Deng Deng,ILL,39,15.1,0.4,0.1,0.4,0.382,0.1,0.2,0.325,0.1,0.1,0.712,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1,2021,SF
Tony Crocker,ADE,32,26.1,0.4,0.2,0.4,0.446,0.1,0.2,0.366,0.0,0.0,0.786,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SF
Venky Jois,CRN,10,16.0,0.4,0.2,0.4,0.469,0.0,0.0,0.0,0.0,0.2,0.154,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,2021,SF
Anthony Drmic,BRI,34,24.4,0.4,0.1,0.3,0.456,0.1,0.2,0.333,0.1,0.1,0.788,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2021,SF
Corey Shervill,PER,30,6.8,0.4,0.1,0.3,0.429,0.1,0.2,0.325,0.1,0.1,0.714,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2021,SF
Tom Vodanovich,SYD,36,13.6,0.4,0.1,0.3,0.432,0.1,0.2,0.375,0.0,0.1,0.76,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2021,SF
Didi Louzada,SYD,20,24.1,0.4,0.1,0.4,0.389,0.0,0.2,0.264,0.0,0.1,0.571,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2021,SF
Ryan Broekhoff,SEM,19,19.6,0.4,0.1,0.3,0.393,0.1,0.2,0.385,0.1,0.1,0.792,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.1,2021,SF
Jesse Wagstaff,PER,41,20.3,0.3,0.1,0.3,0.345,0.1,0.2,0.333,0.1,0.1,0.89,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2021,SF
Brad Newley,SYD,34,19.3,0.3,0.1,0.3,0.4,0.0,0.1,0.282,0.0,0.1,0.707,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2021,SF
David Barlow,MEL,41,15.8,0.3,0.1,0.2,0.475,0.1,0.2,0.486,0.0,0.0,0.81,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2021,SF
Jordan Ngatai,CRN,36,21.9,0.3,0.1,0.2,0.47,0.1,0.2,0.437,0.0,0.0,0.733,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2021,SF
Deng Adel,ILL,23,19.5,0.3,0.1,0.4,0.314,0.0,0.1,0.203,0.1,0.1,0.793,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2021,SF
George Blagojevic,CRN,31,8.6,0.3,0.1,0.3,0.452,0.0,0.1,0.214,0.0,0.1,0.389,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.1,2021,SF
Samuel McDaniel,MEL,38,15.8,0.3,0.1,0.3,0.39,0.0,0.1,0.384,0.0,0.0,0.762,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2021,SF
Wani Swaka Lo Buluk,PER,33,4.7,0.3,0.1,0.2,0.441,0.0,0.1,0.25,0.1,0.1,0.769,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2021,SF
Dillon Stith,MEL,7,5.2,0.3,0.1,0.4,0.308,0.0,0.1,0.0,0.1,0.1,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2021,SF
Daniel Trist,NZB,22,5.8,0.2,0.1,0.1,0.471,0.0,0.0,0.0,0.1,0.1,0.75,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.2,2021,SF
Jarred Bairstow,PER,38,12.3,0.2,0.1,0.1,0.483,0.0,0.0,0.0,0.0,0.0,0.818,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2021,SF
Taylor Britt,PER,13,1.9,0.1,0.0,0.4,0.111,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.2,2021,SF
Jaylin Galloway,SYD,8,5.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.5,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2021,SF
Taine Murray,NZB,1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,SF
Chuatwech Reath,PER,2,0.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,SF
Lamar Patterson,BRI,28,29.6,0.7,0.3,0.6,0.461,0.1,0.2,0.338,0.1,0.2,0.774,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1,2020,SF
Scotty Hopson,NZB,21,31.3,0.6,0.2,0.5,0.471,0.1,0.1,0.402,0.1,0.1,0.679,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1,2020,SF
Eric Griffin,ADE,28,22.3,0.6,0.2,0.4,0.534,0.0,0.1,0.327,0.2,0.2,0.728,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.1,2020,SF
Jae'sean Tate,SYD,34,27.2,0.6,0.2,0.4,0.643,0.0,0.1,0.394,0.1,0.2,0.616,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2020,SF
Mitchell Creek,SEM,26,33.9,0.6,0.2,0.4,0.48,0.0,0.1,0.349,0.1,0.2,0.77,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2020,SF
Clinton Steindl,PER,33,18.1,0.6,0.2,0.4,0.441,0.1,0.3,0.438,0.1,0.1,0.938,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SF
Chris Goulding,MEL,30,30.6,0.5,0.2,0.4,0.41,0.1,0.3,0.389,0.1,0.1,0.848,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SF
Casey Prather,MEL,6,17.0,0.5,0.2,0.5,0.449,0.0,0.1,0.286,0.1,0.1,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2020,SF
Terrico White,PER,31,30.3,0.5,0.2,0.5,0.387,0.1,0.2,0.329,0.1,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2020,SF
Geremy McKay,SEM,1,4.1,0.5,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,2020,SF
Stanton Kidd,MEL,14,18.4,0.5,0.2,0.4,0.426,0.1,0.2,0.407,0.0,0.1,0.846,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2020,SF
Jaye Crockett,SEM,9,18.3,0.5,0.2,0.3,0.554,0.0,0.0,0.5,0.1,0.1,0.714,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.1,2020,SF
Kuany Ngor Kuany,SYD,7,2.8,0.4,0.1,0.5,0.3,0.1,0.2,0.6,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.0,2020,SF
Todd Blanchfield,ILL,28,30.9,0.4,0.1,0.3,0.417,0.1,0.2,0.322,0.1,0.1,0.823,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SF
R.J. Hampton,NZB,15,20.6,0.4,0.2,0.4,0.407,0.0,0.1,0.295,0.1,0.1,0.679,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.1,2020,SF
George Blagojevic,CRN,16,3.6,0.4,0.1,0.3,0.467,0.0,0.0,0.0,0.2,0.2,0.714,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2020,SF
Jack McVeigh,ADE,28,14.4,0.4,0.1,0.3,0.45,0.1,0.2,0.371,0.1,0.1,0.923,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SF
Jesse Wagstaff,PER,34,14.7,0.4,0.1,0.3,0.431,0.1,0.1,0.366,0.1,0.1,0.875,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2020,SF
Hyrum Harris,ILL,16,6.7,0.4,0.2,0.2,0.615,0.0,0.0,0.667,0.1,0.1,0.636,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2020,SF
Anthony Drmic,ADE,28,25.8,0.4,0.1,0.3,0.441,0.0,0.1,0.298,0.1,0.1,0.649,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2020,SF
Daniel Trist,SEM,21,8.3,0.4,0.1,0.3,0.532,0.0,0.0,0.333,0.1,0.1,0.762,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.2,2020,SF
Craig Moller,SYD,17,15.8,0.4,0.1,0.3,0.446,0.0,0.1,0.194,0.1,0.1,0.885,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2020,SF
Dillon Stith,MEL,8,5.5,0.4,0.1,0.2,0.714,0.0,0.0,0.0,0.1,0.2,0.857,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.2,2020,SF
Ethan Rusbatch,NZB,16,5.1,0.3,0.1,0.2,0.643,0.1,0.1,0.583,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2020,SF
Kendall Stephens,SEM,26,13.0,0.3,0.1,0.3,0.38,0.1,0.3,0.379,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2020,SF
