Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
A.J. Ogilvy,ILL,34,809.7,365,135,292,0.464,10,39,0.25,85,124,0.688,74,174,248,85,33,50,75,99,2017,C
Nathan Jawai,CRN,29,569.8,302,119,215,0.55,0,0,0.0,65,107,0.606,52,76,128,32,16,10,70,93,2017,C
Matthew Knight,PER,27,632.0,259,109,243,0.45,2,5,0.4,39,62,0.623,70,95,165,44,11,14,35,45,2017,C
Alex Pledger,NZB,28,575.0,243,105,181,0.582,0,1,0.0,32,54,0.6,74,113,187,22,9,32,34,53,2017,C
Tom Jervis,BRI,28,447.3,213,83,156,0.533,0,1,0.0,46,53,0.865,60,81,141,33,7,22,38,99,2017,C
Angus Brandt,PER,33,441.9,204,81,149,0.545,0,2,0.0,41,56,0.741,42,58,100,36,8,17,36,57,2017,C
David Andersen,MEL,19,404.1,200,74,171,0.435,17,51,0.34,34,36,0.943,19,67,87,38,10,8,20,52,2017,C
Robert Loe,NZB,26,470.1,182,67,140,0.482,26,75,0.342,22,31,0.71,22,65,87,47,15,10,28,67,2017,C
Matt Hodgson,ADE,31,543.9,163,65,129,0.504,0,0,0.0,33,57,0.583,76,91,166,13,8,22,28,84,2017,C
Nnanna Egwu,CRN,30,537.8,158,64,115,0.559,3,10,0.3,27,33,0.813,45,68,114,25,12,20,34,78,2017,C
Aleks Maric,SYD,28,496.5,153,61,103,0.594,0,0,0.0,31,59,0.517,57,77,134,35,33,19,47,92,2017,C
Michael Holyfield,ILL,34,387.6,135,42,76,0.557,1,1,1.0,49,78,0.63,50,81,131,11,6,15,35,68,2017,C
Josh Boone,MEL,12,270.1,121,48,80,0.6,0,1,0.0,25,42,0.595,49,62,111,2,9,13,7,27,2017,C
Majok Deng,ADE,27,249.5,119,40,95,0.416,14,38,0.375,25,32,0.794,23,32,55,8,2,10,16,26,2017,C
Pengfei Yan,BRI,1,0.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2017,C
A.J. Ogilvy,ILL,31,845.6,500,183,335,0.545,1,7,0.143,133,173,0.767,90,171,261,56,46,53,76,92,2016,C
Daniel Kickert,MEL,28,827.0,424,159,304,0.522,62,133,0.469,44,49,0.896,28,81,109,34,10,15,37,59,2016,C
Daniel Johnson,ADE,28,867.0,417,140,307,0.455,27,84,0.322,111,140,0.793,67,183,251,30,11,22,45,80,2016,C
Nathan Jawai,PER,32,635.8,337,136,248,0.549,0,0,0.0,64,116,0.553,47,87,134,59,7,25,71,91,2016,C
Charles Jackson,NZB,33,655.3,330,133,211,0.631,0,0,0.0,64,109,0.586,94,164,257,16,23,36,38,115,2016,C
Tom Jervis,PER,34,494.9,232,91,176,0.514,0,0,0.0,51,68,0.746,71,103,174,27,17,41,39,64,2016,C
Julian Khazzouh,SYD,17,446.8,223,82,166,0.491,14,42,0.341,46,61,0.75,37,84,121,26,16,29,26,51,2016,C
Angus Brandt,SYD,28,549.4,219,86,166,0.517,8,18,0.421,39,62,0.641,46,96,142,15,11,33,31,69,2016,C
Cameron Tragardh,CRN,26,392.2,214,84,175,0.482,0,1,0.0,45,62,0.729,32,35,68,28,3,9,22,43,2016,C
Alex Pledger,NZB,31,594.1,199,71,124,0.571,0,0,0.0,57,94,0.604,62,111,173,10,6,44,24,73,2016,C
Omar Samhan,TOW,12,310.4,163,63,132,0.473,9,33,0.281,29,40,0.718,46,64,110,20,3,13,20,40,2016,C
Matt Burston,CRN,27,495.4,156,60,117,0.514,0,1,0.0,37,51,0.714,52,105,157,41,26,8,24,68,2016,C
Matt Hodgson,ADE,23,193.6,77,30,50,0.596,0,0,0.0,18,29,0.633,26,27,52,3,3,9,18,35,2016,C
Luke Schenscher,TOW,13,173.7,54,21,49,0.438,0,1,0.0,11,18,0.611,14,26,41,4,3,6,18,19,2016,C
Chris Patton,MEL,17,103.2,35,13,25,0.542,0,0,0.0,8,16,0.5,7,16,24,4,3,0,6,24,2016,C
Jordan Vandenberg,SYD,8,66.9,24,10,16,0.625,0,0,0.0,5,5,1.0,4,9,13,3,1,6,1,13,2016,C
Will Sinclair,CRN,1,1.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2016,C
Cameron Tragardh,CRN,32,723.9,408,169,335,0.503,0,0,0.0,71,116,0.609,74,90,164,34,6,6,30,55,2015,C
Brock Motum,ADE,24,652.2,395,146,284,0.512,28,60,0.469,76,103,0.736,57,103,161,17,14,8,52,55,2015,C
Daniel Kickert,MEL,28,776.0,379,147,288,0.51,48,94,0.51,36,49,0.74,40,84,124,14,11,14,40,74,2015,C
Alex Loughton,CRN,32,805.2,379,135,341,0.396,41,124,0.331,68,79,0.853,50,104,154,54,20,17,45,102,2015,C
Oscar Forman,ILL,28,793.6,265,94,208,0.453,60,153,0.389,16,23,0.727,23,128,151,23,3,20,26,68,2015,C
Matthew Knight,PER,24,608.2,261,108,228,0.473,1,4,0.25,44,67,0.646,67,108,175,42,17,21,28,47,2015,C
Mickell Gladness,TOW,27,678.8,243,102,193,0.531,0,1,0.0,39,76,0.506,50,157,207,12,7,53,39,59,2015,C
Tom Jervis,PER,30,488.6,220,88,163,0.538,0,1,0.0,44,78,0.573,67,85,152,19,13,30,36,85,2015,C
Luke Nevill,ILL,28,485.9,205,86,178,0.486,0,2,0.0,33,44,0.744,56,108,164,14,6,24,20,51,2015,C
Luke Schenscher,ADE,30,526.8,193,82,168,0.486,1,1,1.0,29,71,0.408,47,97,143,31,8,22,22,59,2015,C
Alex Pledger,NZB,30,420.3,162,65,115,0.564,0,0,0.0,32,45,0.696,42,66,108,14,7,31,19,43,2015,C
Angus Brandt,SYD,21,396.5,157,64,130,0.496,1,5,0.2,27,37,0.73,42,42,84,6,10,9,30,62,2015,C
Josh Duinker,SYD,28,521.6,155,68,132,0.515,0,0,0.0,20,42,0.476,42,67,109,5,13,9,30,54,2015,C
Greg Vanderjagt,TOW,28,299.3,92,34,76,0.447,1,11,0.091,24,35,0.686,38,40,78,14,2,5,14,52,2015,C
Daniel Johnson,ADE,9,191.2,88,33,79,0.412,1,6,0.167,21,27,0.793,20,29,48,13,3,11,6,21,2015,C
Chris Patton,MEL,18,190.9,74,30,60,0.508,0,0,0.0,13,24,0.542,15,26,40,6,6,6,13,33,2015,C
Nick Horvath,SYD,3,31.9,8,4,5,0.8,0,0,0.0,0,1,0.0,2,7,9,1,0,1,1,10,2015,C
Matthew Andronicos,CRN,3,5.8,2,1,1,1.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,2015,C
Tai Wynyard,NZB,2,2.4,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,0,2015,C
Daniel Johnson,ADE,34,981.7,613,220,412,0.534,20,50,0.396,153,196,0.784,70,149,218,36,17,25,55,84,2014,C
A.J. Ogilvy,SYD,28,791.1,364,136,238,0.571,0,1,0.0,92,122,0.756,97,143,240,54,23,64,70,84,2014,C
Scott Morrison,MEL,31,819.4,356,134,228,0.589,0,0,0.0,87,122,0.717,78,136,215,17,16,41,54,101,2014,C
Gary Wilkinson,NZB,24,663.6,356,133,278,0.478,41,112,0.371,49,62,0.797,38,115,153,25,10,6,28,64,2014,C
Oscar Forman,ILL,30,892.6,338,119,251,0.475,83,179,0.465,17,24,0.696,36,114,150,26,15,21,24,77,2014,C
Luke Schenscher,ADE,34,542.3,217,85,161,0.526,1,2,0.5,47,79,0.595,70,103,174,24,8,19,28,71,2014,C
Matthew Knight,PER,18,384.4,185,77,155,0.493,0,0,0.0,32,48,0.66,50,52,102,25,11,21,14,49,2014,C
Tom Jervis,PER,33,547.2,172,70,153,0.456,0,1,0.0,33,52,0.627,66,96,162,41,6,40,30,97,2014,C
Cameron Tragardh,CRN,13,287.1,172,74,134,0.556,0,0,0.0,23,31,0.742,13,40,53,15,0,5,13,28,2014,C
Alex Pledger,NZB,13,337.4,130,50,105,0.476,0,0,0.0,30,39,0.769,41,55,96,10,3,21,30,34,2014,C
Greg Vanderjagt,TOW,21,241.1,97,39,80,0.494,7,16,0.438,11,17,0.647,21,33,53,5,3,2,3,43,2014,C
Shane Harris-Tunks,ILL,18,44.2,8,3,9,0.333,0,0,0.0,2,4,0.5,6,9,16,1,1,3,1,5,2014,C
Ben Allen,SYD,15,56.0,6,3,4,0.75,0,0,0.0,0,0,0.0,6,5,11,1,0,1,2,10,2014,C
Matthew Andronicos,CRN,3,4.4,2,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2014,C
Daniel Johnson,ADE,28,855.0,447,150,371,0.404,13,55,0.232,134,172,0.777,69,154,223,35,15,16,67,74,2013,C
Matthew Knight,PER,27,689.1,371,159,320,0.498,1,5,0.2,51,83,0.614,67,128,195,20,17,18,30,54,2013,C
Oscar Forman,ILL,30,943.2,367,126,270,0.465,82,172,0.476,34,46,0.727,36,156,192,20,16,22,30,62,2013,C
Alex Pledger,NZB,32,753.6,341,136,261,0.521,0,1,0.0,69,110,0.634,102,132,234,12,8,46,54,62,2013,C
Cameron Tragardh,CRN,28,738.0,318,140,314,0.445,0,1,0.0,39,62,0.623,68,114,183,44,9,12,61,57,2013,C
Ian Crosswhite,SYD,30,743.5,302,115,204,0.56,8,13,0.615,65,79,0.825,74,148,222,35,13,18,51,83,2013,C
Adam Ballinger,MEL,25,570.0,252,109,220,0.493,19,56,0.339,16,25,0.64,30,81,111,11,6,10,19,46,2013,C
Luke Nevill,TOW,18,453.7,233,100,182,0.551,0,2,0.0,32,48,0.673,28,58,86,16,5,22,35,40,2013,C
Luke Schenscher,ADE,21,482.5,186,71,158,0.447,0,0,0.0,45,74,0.613,47,76,124,38,16,18,47,66,2013,C
Russell Hinder,TOW,28,568.6,149,49,131,0.371,20,63,0.313,32,48,0.667,34,74,108,45,12,19,41,79,2013,C
Ben Allen,TOW,25,303.3,93,34,102,0.333,5,19,0.263,20,25,0.8,13,36,49,9,4,6,15,48,2013,C
Mike Dunigan,PER,4,112.4,53,18,39,0.475,0,0,0.0,16,21,0.773,16,22,38,4,3,7,5,16,2013,C
Auryn MacMillan,ILL,23,151.5,48,19,36,0.529,0,1,0.0,11,19,0.556,12,15,26,0,2,6,11,18,2013,C
Gary Wilkinson,NZB,33,854.8,552,213,406,0.525,47,115,0.412,82,100,0.828,60,131,191,40,8,13,59,71,2012,C
Cameron Tragardh,MEL,28,820.2,462,210,392,0.535,0,0,0.0,43,83,0.512,51,100,151,41,8,11,35,66,2012,C
Daniel Johnson,ADE,28,862.6,458,163,368,0.442,17,45,0.378,115,152,0.758,68,146,214,52,12,28,56,78,2012,C
Julian Khazzouh,SYD,26,853.6,417,158,345,0.456,2,27,0.071,100,147,0.68,107,166,273,44,15,53,62,91,2012,C
Jacob Holmes,TOW,31,1033.3,319,120,303,0.397,27,66,0.403,53,60,0.885,76,199,275,64,10,3,40,62,2012,C
Luke Nevill,PER,34,670.9,314,130,256,0.508,1,1,1.0,53,67,0.797,46,115,161,48,15,38,51,74,2012,C
Alex Pledger,NZB,34,519.9,293,122,207,0.587,0,0,0.0,49,70,0.7,85,97,181,11,12,26,45,46,2012,C
Luke Schenscher,TOW,24,574.6,248,101,213,0.477,0,2,0.0,45,64,0.703,65,61,125,53,9,16,33,61,2012,C
Ian Crosswhite,CRN,22,629.9,175,71,157,0.453,3,17,0.188,29,37,0.8,53,119,173,71,10,21,56,67,2012,C
Ben Allen,TOW,31,325.2,84,36,88,0.404,2,13,0.154,11,21,0.524,22,47,69,9,5,6,18,69,2012,C
Wade Helliwell,ADE,27,301.4,62,20,51,0.392,0,0,0.0,22,33,0.667,17,22,39,9,7,5,31,50,2012,C
Greg Vanderjagt,TOW,7,61.3,34,11,21,0.5,0,0,0.0,13,15,0.813,9,3,12,1,0,2,3,10,2012,C
Martin Iti,SYD,16,55.2,10,5,13,0.385,0,0,0.0,0,2,0.0,2,10,12,0,1,2,6,17,2012,C
Aaron Beagley,ILL,1,1.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2012,C
Tanner Kerry,SYD,1,1.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2012,C
