Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Daryl Corletto,NZB,33,844.0,326,114,267,0.425,60,151,0.4,40,46,0.87,8,40,48,43,17,0,20,53,2012,SG
Elvin Mims,TOW,31,735.7,298,131,270,0.487,4,16,0.25,32,43,0.727,57,120,178,19,39,21,33,82,2012,SG
Rhys Martin,ILL,28,754.0,289,99,214,0.463,24,74,0.329,67,93,0.727,14,58,72,106,21,4,76,56,2012,SG
Aaron Bruce,SYD,17,462.3,229,69,178,0.388,26,76,0.346,61,68,0.9,17,26,43,72,11,3,50,49,2012,SG
Daniel Dillon,MEL,27,741.6,227,79,198,0.4,15,56,0.273,56,75,0.743,18,67,85,92,23,9,75,69,2012,SG
Michael Cedar,TOW,31,631.0,226,83,227,0.365,40,121,0.333,24,38,0.632,16,57,73,49,12,5,47,44,2012,SG
Ayinde Ubaka,MEL,18,594.8,219,70,173,0.404,30,82,0.37,51,58,0.877,6,39,45,60,7,2,44,39,2012,SG
Mat Campbell,ILL,26,614.8,211,70,171,0.411,43,107,0.402,27,33,0.839,10,29,40,42,9,2,24,46,2012,SG
Aaron Grabau,CRN,28,613.8,205,61,145,0.421,44,97,0.452,41,46,0.886,27,68,95,22,19,10,22,51,2012,SG
Chris Goulding,GCB,27,495.7,199,71,169,0.42,27,82,0.329,30,39,0.775,22,35,57,20,9,1,28,36,2012,SG
Ayinde Ubaka,ILL,11,339.0,159,50,127,0.395,16,45,0.357,44,54,0.804,6,35,41,31,10,0,35,19,2012,SG
Tyson Demos,ILL,28,420.6,153,49,141,0.351,26,76,0.347,27,41,0.667,8,18,26,32,13,0,47,67,2012,SG
Drew Williamson,PER,34,420.4,135,47,159,0.299,31,119,0.26,9,12,0.75,11,44,54,20,18,0,22,31,2012,SG
Nathan Herbert,ADE,28,457.4,121,45,129,0.346,18,61,0.295,14,16,0.875,17,52,68,19,19,2,17,73,2012,SG
Dillon Boucher,NZB,34,616.0,80,31,74,0.419,1,4,0.25,16,31,0.516,57,72,130,85,30,8,58,99,2012,SG
Greg Hire,PER,31,250.1,80,29,54,0.536,3,10,0.3,19,27,0.714,22,27,49,14,4,0,15,41,2012,SG
James Harvey,GCB,8,171.7,77,29,66,0.444,10,22,0.458,14,17,0.789,4,6,9,8,6,0,8,15,2012,SG
Dion Prewster,NZB,12,34.3,12,5,14,0.357,2,9,0.222,0,0,0.0,1,1,2,1,0,1,5,6,2012,SG
Mitchell Norton,TOW,5,30.3,11,5,13,0.385,0,6,0.0,1,3,0.333,1,3,4,1,1,1,3,4,2012,SG
Keegan Tudehope,TOW,5,20.7,3,1,10,0.1,0,3,0.0,1,2,0.5,0,2,2,1,2,1,2,1,2012,SG
Karl Nilsson,GCB,4,5.2,3,1,3,0.333,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,1,2012,SG
James Mitchell,CRN,4,12.8,2,0,1,0.0,0,0,0.0,2,2,1.0,1,2,3,0,1,0,0,0,2012,SG
Owen Odigie,MEL,2,8.4,1,0,1,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,3,2012,SG
Mike English,GCB,1,17.4,0,0,5,0.0,0,0,0.0,0,0,0.0,2,2,4,2,2,0,4,5,2012,SG
Robert Cassir,PER,1,4.0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2012,SG
Jarrell Brantley,NZB,36,1051.3,601,217,467,0.464,73,190,0.386,95,117,0.814,41,180,222,64,56,22,100,122,2023,SF
D.J. Hogg,CRN,33,1074.7,586,201,454,0.442,88,252,0.348,97,124,0.786,25,158,183,90,37,40,66,71,2023,SF
Jack McVeigh,JACK,32,844.4,491,180,379,0.474,65,158,0.414,66,86,0.771,56,98,154,50,22,8,40,50,2023,SF
Rayjon Tucker,MEL,27,772.4,479,167,347,0.481,50,133,0.379,95,127,0.746,38,129,167,64,19,4,70,74,2023,SF
Antonius Cleveland,ADE,28,798.1,436,167,344,0.487,34,96,0.361,67,99,0.673,40,104,145,76,52,19,52,74,2023,SF
Brady Manek,PER,30,835.6,395,141,305,0.464,77,190,0.407,35,44,0.795,44,116,161,50,21,15,25,54,2023,SF
Justin Simon,SYD,36,895.6,373,155,313,0.494,17,55,0.304,47,79,0.593,56,120,176,47,53,11,34,60,2023,SF
Kouat Noi,SYD,35,600.0,267,91,198,0.461,29,81,0.361,55,71,0.781,25,99,124,20,17,3,37,60,2023,SF
Anthony Drmic,ADE,25,565.4,254,87,192,0.451,34,105,0.318,47,65,0.727,17,66,83,37,25,1,34,53,2023,SF
Ryan Broekhoff,SEM,20,495.9,207,71,157,0.452,39,102,0.386,26,29,0.897,21,61,82,17,12,6,12,43,2023,SF
Sunday Dech,ADE,28,592.1,200,75,194,0.386,28,86,0.322,23,37,0.605,24,42,66,58,23,3,29,45,2023,SF
Fabijan Krslovic,JACK,32,434.5,173,70,143,0.486,15,40,0.359,20,31,0.633,48,57,105,32,20,9,26,69,2023,SF
Jaylin Galloway,SYD,31,456.3,155,54,106,0.509,16,47,0.333,32,49,0.66,8,48,56,23,20,6,22,34,2023,SF
Jesse Wagstaff,PER,30,397.1,152,46,112,0.411,24,62,0.387,35,43,0.814,25,46,71,35,12,2,18,59,2023,SF
Michael Frazier,ILL,8,238.9,139,52,115,0.456,16,41,0.39,18,26,0.692,8,23,31,18,5,0,14,22,2023,SF
Wani Swaka Lo Buluk,ILL,28,616.0,137,54,140,0.386,21,75,0.28,8,17,0.471,10,38,48,26,13,4,17,57,2023,SF
Tanner Krebs,BRI,16,353.7,130,47,121,0.387,18,51,0.346,19,21,0.905,8,39,47,18,7,3,19,29,2023,SF
Tom Vodanovich,NZB,33,415.8,128,45,120,0.376,22,75,0.288,16,29,0.571,23,64,86,17,12,8,18,66,2023,SF
Brad Newley,MEL,27,383.8,125,47,109,0.435,11,41,0.268,19,25,0.76,13,38,51,23,8,3,20,35,2023,SF
Todd Blanchfield,PER,26,411.3,115,42,102,0.412,19,61,0.311,12,16,0.75,14,43,57,24,8,3,17,26,2023,SF
William Hickey,ILL,24,352.3,115,40,113,0.357,6,35,0.171,28,43,0.651,26,42,68,28,25,11,41,37,2023,SF
Andrew White,BRI,14,331.9,104,43,93,0.458,13,36,0.351,6,8,0.75,4,37,41,10,11,2,9,35,2023,SF
George King,ILL,9,210.6,95,36,81,0.439,16,44,0.356,8,13,0.615,7,30,37,8,3,1,14,28,2023,SF
Hyrum Harris,ADE,27,277.8,85,34,60,0.574,2,9,0.222,14,22,0.636,26,42,68,19,8,3,16,49,2023,SF
Nicholas Marshall,ADE,15,166.9,67,27,56,0.482,8,24,0.333,6,8,0.75,5,13,18,10,3,2,5,14,2023,SF
Tim Coenraad,ILL,24,218.8,67,21,53,0.396,11,35,0.314,14,18,0.778,8,37,45,9,5,1,10,31,2023,SF
Jarred Bairstow,JACK,22,181.5,39,14,26,0.52,0,0,0.0,12,20,0.579,8,27,36,15,7,1,6,38,2023,SF
Grant Anticevich,SEM,18,117.4,37,14,34,0.412,8,16,0.5,1,2,0.5,5,24,29,9,1,4,3,18,2023,SF
Jackson Makoi,SYD,15,84.5,32,12,18,0.684,0,3,0.0,7,8,0.875,4,7,11,12,2,0,13,8,2023,SF
Akoldah Gak,ILL,13,70.8,15,4,14,0.286,0,2,0.0,7,18,0.389,3,12,15,5,2,3,5,8,2023,SF
Harry Morris,ILL,4,7.3,6,2,4,0.5,2,4,0.5,0,0,0.0,0,0,0,0,0,0,0,0,2023,SF
Joshua Davey,CRN,18,79.0,5,2,7,0.286,0,0,0.0,1,2,0.5,12,10,22,1,2,1,2,14,2023,SF
Jamaal Brantley,NZB,2,10.9,2,1,3,0.333,0,2,0.0,0,0,0.0,0,3,3,0,1,0,0,0,2023,SF
Fiston Ipassou,ADE,5,5.6,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,2023,SF
Corey Shervill,PER,6,18.4,0,0,2,0.0,0,2,0.0,0,0,0.0,0,4,4,0,0,0,0,2,2023,SF
Vic Law,PER,26,856.1,530,198,410,0.483,44,128,0.346,89,114,0.788,48,165,213,44,19,27,52,69,2022,SF
Lamar Patterson,BRI,27,784.7,431,165,382,0.431,29,111,0.259,73,101,0.725,25,91,116,109,26,6,94,80,2022,SF
Justinian Jessup,ILL,30,956.5,400,152,344,0.442,62,173,0.358,34,40,0.85,16,96,112,44,35,17,22,57,2022,SF
Caleb Agada,MEL,29,645.2,340,130,321,0.405,33,130,0.254,47,60,0.774,48,109,156,59,34,12,40,83,2022,SF
Gerald Hannahs,ADE,23,499.7,316,118,271,0.434,20,70,0.29,60,64,0.937,14,26,41,38,6,3,36,32,2022,SF
Clinton Steindl,JACK,34,690.6,313,106,270,0.392,60,171,0.349,42,48,0.872,17,65,82,32,23,10,16,71,2022,SF
MiKyle Mcintosh,JACK,34,610.9,304,103,268,0.383,18,69,0.269,80,110,0.729,48,84,133,31,21,9,65,110,2022,SF
Bul Kuol,CRN,28,784.1,289,90,239,0.378,64,182,0.35,45,55,0.818,13,61,73,35,28,2,30,82,2022,SF
Todd Withers,ADE,26,624.5,220,77,183,0.422,40,108,0.368,26,38,0.703,30,70,100,30,15,16,26,51,2022,SF
Ryan Broekhoff,SEM,18,547.5,199,63,167,0.377,25,97,0.258,49,56,0.875,24,94,118,10,28,8,16,24,2022,SF
Deng Deng,BRI,28,522.8,188,74,144,0.514,13,42,0.302,28,43,0.636,25,95,119,22,16,14,31,50,2022,SF
Samuel McDaniel,JACK,34,632.9,175,65,163,0.396,14,45,0.318,31,41,0.75,39,95,134,43,30,2,39,58,2022,SF
Michael Frazier,PER,19,429.8,149,55,135,0.407,23,72,0.319,16,20,0.8,8,79,87,30,20,2,34,43,2022,SF
Wani Swaka Lo Buluk,SYD,33,828.9,140,53,144,0.367,17,67,0.25,18,27,0.667,29,57,86,31,17,8,21,62,2022,SF
Kouat Noi,CRN,16,364.9,136,46,120,0.387,18,54,0.34,25,35,0.714,16,60,76,13,8,4,22,21,2022,SF
Brad Newley,MEL,31,435.5,122,47,107,0.436,20,56,0.362,8,18,0.421,16,62,78,18,12,3,17,29,2022,SF
Matthew Kenyon,JACK,32,557.4,119,44,91,0.483,14,46,0.311,16,28,0.593,39,76,115,30,25,4,21,47,2022,SF
Tim Coenraad,ILL,29,378.9,113,35,98,0.357,27,75,0.36,16,17,0.941,13,52,65,14,8,3,11,49,2022,SF
Tom Vodanovich,SYD,31,330.2,107,34,83,0.417,10,38,0.256,29,34,0.829,16,50,66,13,2,6,13,29,2022,SF
Reuben Te Rangi,SEM,26,472.2,98,38,119,0.319,13,52,0.25,9,16,0.563,20,46,66,16,11,6,20,53,2022,SF
Thomas Abercrombie,NZB,13,311.5,97,33,88,0.379,18,56,0.327,12,16,0.75,6,23,29,8,4,1,11,22,2022,SF
Hyrum Harris,ADE,22,292.8,94,36,72,0.5,0,7,0.0,22,37,0.611,26,34,59,26,11,3,17,32,2022,SF
Isaiah Moss,BRI,18,238.2,76,27,76,0.351,10,42,0.238,13,20,0.65,8,21,29,7,7,3,13,25,2022,SF
Jordan Ngatai,CRN,23,399.0,68,22,80,0.272,11,48,0.224,14,17,0.824,9,32,41,22,9,3,24,38,2022,SF
Manny Malou,ADE,16,119.2,42,12,27,0.462,9,16,0.563,8,10,0.8,3,17,21,3,4,1,7,6,2022,SF
Nicholas Marshall,ADE,18,88.6,34,13,33,0.394,3,10,0.3,5,6,0.833,3,7,10,3,0,1,9,9,2022,SF
Taane Samuel,BRI,9,75.1,31,13,22,0.591,1,5,0.2,4,9,0.444,8,3,11,3,1,1,8,16,2022,SF
Zac Triplett,MEL,9,53.7,16,5,15,0.333,4,11,0.364,2,2,1.0,1,5,6,3,1,1,1,2,2022,SF
Akoldah Gak,ILL,8,23.7,15,7,9,0.778,0,0,0.0,1,2,0.5,2,3,5,0,0,0,0,1,2022,SF
Jaylin Galloway,SYD,14,78.2,13,5,16,0.313,1,8,0.125,2,3,0.667,4,5,9,5,6,1,3,8,2022,SF
Dion Prewster,MEL,13,56.8,13,4,10,0.4,1,3,0.333,5,8,0.625,2,9,11,4,1,0,6,6,2022,SF
R.J. Hunter,SYD,1,21.8,11,5,11,0.417,2,6,0.333,0,0,0.0,3,3,6,1,0,0,2,3,2022,SF
Corey Shervill,PER,2,17.1,9,3,7,0.429,1,4,0.25,2,2,1.0,2,0,2,0,0,0,0,3,2022,SF
Max Mackinnon,BRI,5,10.6,1,0,3,0.0,0,0,0.0,1,2,0.5,0,2,2,1,0,0,3,1,2022,SF
Mitchell Creek,SEM,37,1167.6,668,252,494,0.509,48,123,0.387,117,152,0.771,62,171,233,124,34,7,85,92,2021,SF
Todd Blanchfield,PER,41,1209.1,643,211,499,0.422,106,305,0.349,116,144,0.806,43,129,172,68,36,7,54,64,2021,SF
Finn Delany,NZB,36,1202.7,593,208,447,0.466,70,203,0.345,107,129,0.827,42,204,246,79,20,12,90,82,2021,SF
Justinian Jessup,ILL,38,1175.4,498,193,460,0.42,73,213,0.341,39,52,0.75,24,113,137,61,41,23,51,61,2021,SF
Ben Moore,SEM,39,832.3,406,161,272,0.59,0,0,0.0,85,108,0.787,122,129,250,42,19,34,49,118,2021,SF
Scotty Hopson,MEL,34,790.3,404,161,376,0.429,39,112,0.345,44,65,0.667,20,96,116,90,21,5,70,60,2021,SF
Tony Crocker,ADE,32,834.8,345,135,304,0.446,52,142,0.366,22,28,0.786,11,77,88,43,30,6,41,81,2021,SF
Jack McVeigh,ADE,36,681.6,341,131,273,0.478,37,87,0.425,43,47,0.915,36,83,119,36,11,8,24,45,2021,SF
Anthony Drmic,BRI,34,830.9,332,120,262,0.456,42,127,0.333,50,64,0.788,28,71,99,47,25,1,33,72,2021,SF
Vic Law,BRI,16,520.9,295,113,242,0.466,19,63,0.297,51,62,0.825,31,99,130,40,9,19,28,40,2021,SF
Jesse Wagstaff,PER,41,833.5,284,85,246,0.345,47,142,0.333,67,75,0.89,41,120,161,63,27,8,33,101,2021,SF
Brandon Paul,ADE,20,576.3,279,94,224,0.418,51,137,0.37,41,52,0.784,15,85,101,53,27,4,37,47,2021,SF
Clinton Steindl,PER,38,571.7,253,88,251,0.351,48,160,0.299,29,35,0.824,21,49,69,29,17,1,26,54,2021,SF
Deng Deng,ILL,39,590.4,248,87,228,0.382,37,114,0.325,37,52,0.712,35,114,149,28,25,16,31,38,2021,SF
Jordan Ngatai,CRN,36,790.0,244,86,184,0.47,60,137,0.437,11,15,0.733,18,57,75,25,12,2,27,72,2021,SF
Brad Newley,SYD,34,657.3,216,83,207,0.4,22,77,0.282,29,40,0.707,29,96,124,34,23,5,30,41,2021,SF
David Barlow,MEL,41,647.9,202,66,139,0.475,53,109,0.486,17,21,0.81,20,89,108,47,13,7,22,89,2021,SF
Tom Vodanovich,SYD,36,488.8,178,63,146,0.432,33,87,0.375,19,25,0.76,17,69,86,11,14,0,22,67,2021,SF
Didi Louzada,SYD,20,482.4,174,67,173,0.389,24,90,0.264,16,28,0.571,16,51,67,37,14,5,25,35,2021,SF
Samuel McDaniel,MEL,38,600.5,170,63,162,0.39,28,72,0.384,16,21,0.762,20,78,98,39,13,9,24,62,2021,SF
Ryan Broekhoff,SEM,19,373.2,135,43,108,0.393,30,79,0.385,19,24,0.792,8,65,73,11,19,4,10,28,2021,SF
Deng Adel,ILL,23,449.5,134,50,158,0.314,12,59,0.203,23,29,0.793,19,61,79,46,8,3,31,32,2021,SF
B.J. Johnson,BRI,11,236.7,105,38,84,0.455,5,23,0.208,24,27,0.893,9,30,38,10,5,2,21,26,2021,SF
Corey Shervill,PER,30,204.2,80,28,65,0.429,13,41,0.325,10,14,0.714,16,27,42,9,5,2,6,24,2021,SF
Xavier Cooks,SYD,8,166.6,80,30,56,0.544,5,10,0.5,15,24,0.625,16,23,38,19,4,6,12,14,2021,SF
Jarred Bairstow,PER,38,468.2,77,29,60,0.483,0,0,0.0,19,23,0.818,51,57,108,33,7,2,20,64,2021,SF
George Blagojevic,CRN,31,267.2,77,34,74,0.452,3,14,0.214,7,18,0.389,28,28,55,12,14,4,16,25,2021,SF
Venky Jois,CRN,10,159.8,65,31,65,0.469,0,1,0.0,4,27,0.154,21,31,52,1,4,4,5,18,2021,SF
Tim Coenraad,ILL,11,142.6,62,20,50,0.408,18,42,0.439,3,4,0.75,6,19,26,6,6,1,5,20,2021,SF
Wani Swaka Lo Buluk,PER,33,155.8,44,15,35,0.441,3,12,0.25,10,13,0.769,7,16,24,6,3,0,7,17,2021,SF
Daniel Trist,NZB,22,126.5,25,8,17,0.471,0,2,0.0,9,12,0.75,14,21,35,5,1,3,2,22,2021,SF
Dillon Stith,MEL,7,36.3,10,4,13,0.308,0,4,0.0,2,4,0.5,4,1,5,0,1,0,1,5,2021,SF
Isaac Davidson,NZB,11,17.2,8,3,4,0.75,2,3,0.667,0,0,0.0,0,0,0,1,0,0,2,1,2021,SF
Akoldah Gak,ILL,4,7.2,4,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,1,0,2021,SF
Taylor Britt,PER,13,25.1,2,1,9,0.111,0,0,0.0,0,3,0.0,1,2,3,2,0,0,7,5,2021,SF
Jaylin Galloway,SYD,8,43.5,2,0,9,0.0,0,4,0.0,2,4,0.5,2,6,8,1,0,1,5,5,2021,SF
Taine Murray,NZB,1,2.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2021,SF
Lamar Patterson,BRI,28,828.0,596,214,464,0.461,48,141,0.338,120,154,0.774,37,129,166,129,31,2,89,81,2020,SF
Jae'sean Tate,SYD,34,923.6,559,218,339,0.643,27,69,0.394,96,155,0.616,62,133,194,63,32,17,61,97,2020,SF
Mitchell Creek,SEM,26,881.5,514,190,396,0.48,28,81,0.349,105,136,0.77,59,128,186,78,28,10,58,58,2020,SF
Chris Goulding,MEL,30,919.3,505,161,393,0.41,106,272,0.389,77,91,0.848,12,50,62,69,27,2,39,61,2020,SF
Terrico White,PER,31,939.8,478,169,438,0.387,76,232,0.329,63,75,0.833,24,92,116,66,23,3,32,61,2020,SF
Scotty Hopson,NZB,21,658.2,412,159,337,0.471,38,94,0.402,56,83,0.679,16,107,123,100,23,7,68,51,2020,SF
Eric Griffin,ADE,28,623.0,378,129,241,0.534,17,53,0.327,103,141,0.728,47,120,167,31,19,34,64,86,2020,SF
Todd Blanchfield,ILL,28,865.5,375,124,298,0.417,46,144,0.322,80,97,0.823,28,83,111,37,22,10,27,51,2020,SF
Clinton Steindl,PER,33,597.1,331,113,256,0.441,73,167,0.438,31,33,0.938,19,43,62,32,10,6,16,59,2020,SF
Anthony Drmic,ADE,28,723.4,282,104,235,0.441,27,90,0.298,48,74,0.649,31,92,123,56,26,1,21,51,2020,SF
Jesse Wagstaff,PER,34,500.6,201,65,151,0.431,27,74,0.366,44,50,0.875,22,74,96,43,10,3,21,68,2020,SF
Jack McVeigh,ADE,28,401.8,161,57,126,0.45,25,67,0.371,23,25,0.923,18,25,43,14,12,4,14,29,2020,SF
Daniel Grida,ILL,28,396.9,132,42,109,0.389,17,49,0.347,30,48,0.625,19,32,51,16,11,6,20,48,2020,SF
R.J. Hampton,NZB,15,309.1,132,50,123,0.407,13,44,0.295,19,28,0.679,11,48,59,36,16,5,23,29,2020,SF
Stanton Kidd,MEL,14,257.9,124,46,108,0.426,22,54,0.407,11,13,0.846,9,44,53,7,7,7,16,29,2020,SF
Kendall Stephens,SEM,26,339.0,113,40,106,0.38,32,86,0.379,0,0,0.0,3,26,29,12,11,7,15,31,2020,SF
Craig Moller,SYD,17,268.6,102,36,81,0.446,7,35,0.194,23,25,0.885,22,37,59,18,6,2,10,24,2020,SF
Fabijan Krslovic,CRN,30,330.7,84,32,78,0.416,16,45,0.356,3,5,0.6,22,50,73,11,16,9,17,45,2020,SF
Daniel Dillon,ADE,24,257.0,81,26,62,0.415,4,12,0.308,26,34,0.75,4,21,25,23,11,1,14,32,2020,SF
Jaye Crockett,SEM,9,165.1,78,30,55,0.554,3,6,0.5,15,20,0.714,13,25,38,9,9,5,8,16,2020,SF
Daniel Trist,SEM,21,173.6,68,25,47,0.532,2,6,0.333,16,21,0.762,13,39,52,12,3,1,2,29,2020,SF
Reuben Te Rangi,BRI,25,217.4,65,23,65,0.354,11,40,0.275,8,14,0.571,4,29,33,10,1,0,12,17,2020,SF
Casey Prather,MEL,6,101.8,55,22,48,0.449,4,14,0.286,8,8,1.0,4,16,20,4,4,3,10,12,2020,SF
